Team1,Team1Goals,Team2Goals,Team2,Winner,Losser
Italy,0,1,Ireland,Ireland,Italy
NewCaledonia,1,2,Malaysia,Malaysia,NewCaledonia
SouthAfrica,5,1,Swaziland,SouthAfrica,Swaziland
Sweden,0,1,Belgium,Belgium,Sweden
Namibia,1,0,Zambia,Namibia,Zambia
Croatia,0,1,Portugal,Portugal,Croatia
SouthAfrica,3,2,Botswana,SouthAfrica,Botswana
Swaziland,1,0,CongoDR,Swaziland,CongoDR
Switzerland,1,1,Poland,TIESwitzerlandPoland,TIESwitzerlandPoland
USA,0,1,Colombia,Colombia,USA
Wales,1,0,NorthernIreland,Wales,NorthernIreland
Argentina,0,0,Chile,TIEArgentinaChile,TIEArgentinaChile
Fiji,1,1,Malaysia,TIEFijiMalaysia,TIEFijiMalaysia
France,2,1,Ireland,France,Ireland
Germany,3,0,Slovakia,Germany,Slovakia
Hungary,0,4,Belgium,Belgium,Hungary
England,1,2,Iceland,Iceland,England
Italy,2,0,Spain,Italy,Spain
Macau,2,2,Mongolia,TIEMacauMongolia,TIEMacauMongolia
Poland,1,1,Portugal,TIEPolandPortugal,TIEPolandPortugal
Wales,3,1,Belgium,Wales,Belgium
Germany,1,1,Italy,TIEGermanyItaly,TIEGermanyItaly
Mongolia,0,2,Taiwan,Taiwan,Mongolia
NorthernMarianaIslands,1,3,Macau,Macau,NorthernMarianaIslands
France,5,2,Iceland,France,Iceland
NorthernMarianaIslands,0,8,Mongolia,Mongolia,NorthernMarianaIslands
Portugal,2,0,Wales,Portugal,Wales
France,2,0,Germany,France,Germany
France,0,1,Portugal,Portugal,France
Uzbekistan,2,1,Iraq,Uzbekistan,Iraq
Cambodia,2,1,Singapore,Cambodia,Singapore
Oman,1,0,Turkmenistan,Oman,Turkmenistan
Qatar,2,1,Iraq,Qatar,Iraq
Bhutan,0,3,India,India,Bhutan
Jordan,2,3,Qatar,Qatar,Jordan
Iraq,1,1,KoreaDPR,TIEIraqKoreaDPR,TIEIraqKoreaDPR
Honduras,1,0,Nicaragua,Honduras,Nicaragua
KoreaDPR,2,0,UnitedArabEmirates,KoreaDPR,UnitedArabEmirates
SaudiArabia,4,0,Laos,SaudiArabia,Laos
Uzbekistan,1,0,BurkinaFaso,Uzbekistan,BurkinaFaso
Tajikistan,0,0,Syria,TIETajikistanSyria,TIETajikistanSyria
DominicanRepublic,5,0,PuertoRico,DominicanRepublic,PuertoRico
Egypt,1,1,Guinea,TIEEgyptGuinea,TIEEgyptGuinea
Kyrgyzstan,2,0,Kazakhstan,Kyrgyzstan,Kazakhstan
Uganda,0,0,Kenya,TIEUgandaKenya,TIEUgandaKenya
Albania,0,0,Morocco,TIEAlbaniaMorocco,TIEAlbaniaMorocco
CzechRepublic,3,0,Armenia,CzechRepublic,Armenia
Denmark,5,0,Liechtenstein,Denmark,Liechtenstein
Estonia,1,1,Malta,TIEEstoniaMalta,TIEEstoniaMalta
Germany,2,0,Finland,Germany,Finland
Ireland,4,0,Oman,Ireland,Oman
Lebanon,1,1,Jordan,TIELebanonJordan,TIELebanonJordan
Norway,0,1,Belarus,Belarus,Norway
Turkey,0,0,Russia,TIETurkeyRussia,TIETurkeyRussia
Argentina,1,0,Uruguay,Argentina,Uruguay
Australia,2,0,Iraq,Australia,Iraq
Bahrain,3,1,Singapore,Bahrain,Singapore
Belgium,0,2,Spain,Spain,Belgium
Bolivia,0,3,Peru,Peru,Bolivia
Colombia,2,0,Venezuela,Colombia,Venezuela
Ecuador,0,3,Brazil,Brazil,Ecuador
HongKong,4,2,Cambodia,HongKong,Cambodia
Iran,2,0,Qatar,Iran,Qatar
Italy,1,3,France,France,Italy
Japan,1,2,UnitedArabEmirates,UnitedArabEmirates,Japan
SouthKorea,3,2,China,SouthKorea,China
Maldives,5,0,Bangladesh,Maldives,Bangladesh
Netherlands,1,2,Greece,Greece,Netherlands
Paraguay,2,1,Chile,Paraguay,Chile
Portugal,5,0,Gibraltar,Portugal,Gibraltar
SaudiArabia,1,0,Thailand,SaudiArabia,Thailand
Uzbekistan,1,0,Syria,Uzbekistan,Syria
ElSalvador,1,3,Mexico,Mexico,ElSalvador
Haiti,0,1,CostaRica,CostaRica,Haiti
Honduras,2,1,Canada,Honduras,Canada
Latvia,3,1,Luxembourg,Latvia,Luxembourg
Panama,2,0,Jamaica,Panama,Jamaica
SouthAfrica,1,1,Mauritania,TIESouthAfricaMauritania,TIESouthAfricaMauritania
StVincentandtheGrenadines,0,6,USA,USA,StVincentandtheGrenadines
Sudan,1,2,Gabon,Gabon,Sudan
TrinidadandTobago,2,2,Guatemala,TIETrinidadandTobagoGuatemala,TIETrinidadandTobagoGuatemala
Angola,1,1,Madagascar,TIEAngolaMadagascar,TIEAngolaMadagascar
Cameroon,2,0,Gambia,Cameroon,Gambia
CapeVerde,0,1,Libya,Libya,CapeVerde
Ethiopia,2,1,Seychelles,Ethiopia,Seychelles
Ghana,1,1,Rwanda,TIEGhanaRwanda,TIEGhanaRwanda
India,4,1,PuertoRico,India,PuertoRico
IvoryCoast,1,1,SierraLeone,TIEIvoryCoastSierraLeone,TIEIvoryCoastSierraLeone
Mozambique,1,0,Mauritius,Mozambique,Mauritius
Nigeria,1,0,Tanzania,Nigeria,Tanzania
Senegal,2,0,Namibia,Senegal,Namibia
Algeria,6,0,Lesotho,Algeria,Lesotho
Bahrain,0,0,Jordan,TIEBahrainJordan,TIEBahrainJordan
BurkinaFaso,2,1,Botswana,BurkinaFaso,Botswana
Congo,1,0,GuineaBissau,Congo,GuineaBissau
CongoDR,4,1,CentralAfricanRepublic,CongoDR,CentralAfricanRepublic
CzechRepublic,0,0,NorthernIreland,TIECzechRepublicNorthernIreland,TIECzechRepublicNorthernIreland
Denmark,1,0,Armenia,Denmark,Armenia
EquatorialGuinea,4,0,SouthSudan,EquatorialGuinea,SouthSudan
Kazakhstan,2,2,Poland,TIEKazakhstanPoland,TIEKazakhstanPoland
Lithuania,2,2,Slovenia,TIELithuaniaSlovenia,TIELithuaniaSlovenia
Malawi,1,0,Swaziland,Malawi,Swaziland
Malta,1,5,Scotland,Scotland,Malta
Norway,0,3,Germany,Germany,Norway
Romania,1,1,Montenegro,TIERomaniaMontenegro,TIERomaniaMontenegro
SanMarino,0,1,Azerbaijan,Azerbaijan,SanMarino
Slovakia,0,1,England,England,Slovakia
Tunisia,4,1,Liberia,Tunisia,Liberia
Uganda,1,0,Comoros,Uganda,Comoros
Zambia,1,1,Kenya,TIEZambiaKenya,TIEZambiaKenya
Albania,2,1,Macedonia,Albania,Macedonia
Croatia,1,1,Turkey,TIECroatiaTurkey,TIECroatiaTurkey
Finland,1,1,Kosovo,TIEFinlandKosovo,TIEFinlandKosovo
Georgia,1,2,Austria,Austria,Georgia
Israel,1,3,Italy,Italy,Israel
Lebanon,2,0,Afghanistan,Lebanon,Afghanistan
Serbia,2,2,Ireland,TIESerbiaIreland,TIESerbiaIreland
Spain,8,0,Liechtenstein,Spain,Liechtenstein
Ukraine,1,1,Iceland,TIEUkraineIceland,TIEUkraineIceland
Wales,4,0,Moldova,Wales,Moldova
Andorra,0,1,Latvia,Latvia,Andorra
Bangladesh,0,0,Bhutan,TIEBangladeshBhutan,TIEBangladeshBhutan
Belarus,0,0,France,TIEBelarusFrance,TIEBelarusFrance
BosniaHerzegovina,5,0,Estonia,BosniaHerzegovina,Estonia
Brazil,2,1,Colombia,Brazil,Colombia
Bulgaria,4,3,Luxembourg,Bulgaria,Luxembourg
Cameroon,2,1,Gabon,Cameroon,Gabon
Canada,3,1,ElSalvador,Canada,ElSalvador
Chile,3,0,Bolivia,Chile,Bolivia
China,0,0,Iran,TIEChinaIran,TIEChinaIran
CostaRica,3,1,Panama,CostaRica,Panama
Cyprus,0,3,Belgium,Belgium,Cyprus
FaroeIslands,0,0,Hungary,TIEFaroeIslandsHungary,TIEFaroeIslandsHungary
Gibraltar,1,4,Greece,Greece,Gibraltar
Indonesia,3,0,Malaysia,Indonesia,Malaysia
Iraq,1,2,SaudiArabia,SaudiArabia,Iraq
Jamaica,0,2,Haiti,Haiti,Jamaica
Kyrgyzstan,1,2,Philippines,Philippines,Kyrgyzstan
Maldives,4,0,Laos,Maldives,Laos
Mexico,0,0,Honduras,TIEMexicoHonduras,TIEMexicoHonduras
Palestine,1,1,Tajikistan,TIEPalestineTajikistan,TIEPalestineTajikistan
Peru,2,1,Ecuador,Peru,Ecuador
Qatar,0,1,Uzbekistan,Uzbekistan,Qatar
Russia,1,0,Ghana,Russia,Ghana
SouthAfrica,1,0,Egypt,SouthAfrica,Egypt
Sweden,1,1,Netherlands,TIESwedenNetherlands,TIESwedenNetherlands
Switzerland,2,0,Portugal,Switzerland,Portugal
Syria,0,0,SouthKorea,TIESyriaSouthKorea,TIESyriaSouthKorea
Thailand,0,2,Japan,Japan,Thailand
UnitedArabEmirates,0,1,Australia,Australia,UnitedArabEmirates
Uruguay,4,0,Paraguay,Uruguay,Paraguay
USA,4,0,TrinidadandTobago,USA,TrinidadandTobago
Venezuela,2,2,Argentina,TIEVenezuelaArgentina,TIEVenezuelaArgentina
Qatar,3,0,Serbia,Qatar,Serbia
Botswana,1,1,Angola,TIEBotswanaAngola,TIEBotswanaAngola
CongoDR,0,1,Kenya,Kenya,CongoDR
Togo,1,0,Uganda,Togo,Uganda
Curasao,3,0,AntiguaandBarbuda,Curasao,AntiguaandBarbuda
SolomonIslands,0,3,NewCaledonia,NewCaledonia,SolomonIslands
Tajikistan,3,3,Palestine,TIETajikistanPalestine,TIETajikistanPalestine
TrinidadandTobago,4,0,DominicanRepublic,TrinidadandTobago,DominicanRepublic
Austria,2,2,Wales,TIEAustriaWales,TIEAustriaWales
Brazil,5,0,Bolivia,Brazil,Bolivia
Cambodia,0,2,HongKong,HongKong,Cambodia
China,0,1,Syria,Syria,China
Ecuador,3,0,Chile,Ecuador,Chile
Iceland,3,2,Finland,Iceland,Finland
Ireland,1,0,Georgia,Ireland,Georgia
Italy,1,1,Spain,TIEItalySpain,TIEItalySpain
Japan,2,1,Iraq,Japan,Iraq
SouthKorea,3,2,Qatar,SouthKorea,Qatar
Kosovo,0,6,Croatia,Croatia,Kosovo
Kyrgyzstan,0,0,Lebanon,TIEKyrgyzstanLebanon,TIEKyrgyzstanLebanon
Liechtenstein,0,2,Albania,Albania,Liechtenstein
Macedonia,1,2,Israel,Israel,Macedonia
Mauritania,0,4,Canada,Canada,Mauritania
Moldova,0,3,Serbia,Serbia,Moldova
Paraguay,0,1,Colombia,Colombia,Paraguay
Peru,2,2,Argentina,TIEPeruArgentina,TIEPeruArgentina
SaudiArabia,2,2,Australia,TIESaudiArabiaAustralia,TIESaudiArabiaAustralia
Turkey,2,2,Ukraine,TIETurkeyUkraine,TIETurkeyUkraine
UnitedArabEmirates,3,1,Thailand,UnitedArabEmirates,Thailand
Uruguay,3,0,Venezuela,Uruguay,Venezuela
Uzbekistan,0,1,Iran,Iran,Uzbekistan
Vietnam,5,2,KoreaDPR,Vietnam,KoreaDPR
Belgium,4,0,BosniaHerzegovina,Belgium,BosniaHerzegovina
Cuba,0,2,USA,USA,Cuba
Estonia,4,0,Gibraltar,Estonia,Gibraltar
France,4,1,Bulgaria,France,Bulgaria
Ghana,0,0,Uganda,TIEGhanaUganda,TIEGhanaUganda
Greece,2,0,Cyprus,Greece,Cyprus
Hungary,2,3,Switzerland,Switzerland,Hungary
Latvia,0,2,FaroeIslands,FaroeIslands,Latvia
Luxembourg,0,1,Sweden,Sweden,Luxembourg
Netherlands,4,1,Belarus,Netherlands,Belarus
Oman,1,1,Jordan,TIEOmanJordan,TIEOmanJordan
Philippines,1,3,Bahrain,Bahrain,Philippines
Portugal,6,0,Andorra,Portugal,Andorra
Singapore,0,0,Malaysia,TIESingaporeMalaysia,TIESingaporeMalaysia
Armenia,0,5,Romania,Romania,Armenia
Azerbaijan,1,0,Norway,Azerbaijan,Norway
Belize,1,2,Honduras,Honduras,Belize
BurkinaFaso,1,1,SouthAfrica,TIEBurkinaFasoSouthAfrica,TIEBurkinaFasoSouthAfrica
CongoDR,4,0,Libya,CongoDR,Libya
DominicanRepublic,1,2,Martinique,Martinique,DominicanRepublic
England,2,0,Malta,England,Malta
FrenchGuyana,1,0,StKittsandNevis,FrenchGuyana,StKittsandNevis
Gabon,0,0,Morocco,TIEGabonMorocco,TIEGabonMorocco
Germany,3,0,CzechRepublic,Germany,CzechRepublic
IvoryCoast,3,1,Mali,IvoryCoast,Mali
Mexico,2,1,NewZealand,Mexico,NewZealand
Montenegro,5,0,Kazakhstan,Montenegro,Kazakhstan
NorthernIreland,4,0,SanMarino,NorthernIreland,SanMarino
Poland,3,2,Denmark,Poland,Denmark
Scotland,1,1,Lithuania,TIEScotlandLithuania,TIEScotlandLithuania
Senegal,2,0,CapeVerde,Senegal,CapeVerde
Slovenia,1,0,Slovakia,Slovenia,Slovakia
SolomonIslands,0,1,NewCaledonia,NewCaledonia,SolomonIslands
Suriname,3,2,Guyana,Suriname,Guyana
Taiwan,2,1,EastTimor,Taiwan,EastTimor
Albania,0,2,Spain,Spain,Albania
Algeria,1,1,Cameroon,TIEAlgeriaCameroon,TIEAlgeriaCameroon
Cambodia,4,0,SriLanka,Cambodia,SriLanka
Congo,1,2,Egypt,Egypt,Congo
Finland,0,1,Croatia,Croatia,Finland
Iceland,2,0,Turkey,Iceland,Turkey
Indonesia,2,2,Vietnam,TIEIndonesiaVietnam,TIEIndonesiaVietnam
Israel,2,1,Liechtenstein,Israel,Liechtenstein
Macedonia,2,3,Italy,Italy,Macedonia
Moldova,1,3,Ireland,Ireland,Moldova
Russia,3,4,CostaRica,CostaRica,Russia
Serbia,3,2,Austria,Serbia,Austria
Togo,2,0,Mozambique,Togo,Mozambique
Tunisia,2,0,Guinea,Tunisia,Guinea
Ukraine,3,0,Kosovo,Ukraine,Kosovo
Wales,1,1,Georgia,TIEWalesGeorgia,TIEWalesGeorgia
Zambia,1,2,Nigeria,Nigeria,Zambia
Andorra,1,2,Switzerland,Switzerland,Andorra
Belarus,1,1,Luxembourg,TIEBelarusLuxembourg,TIEBelarusLuxembourg
Bhutan,3,1,Bangladesh,Bhutan,Bangladesh
BosniaHerzegovina,2,0,Cyprus,BosniaHerzegovina,Cyprus
Estonia,0,2,Greece,Greece,Estonia
FaroeIslands,0,6,Portugal,Portugal,FaroeIslands
Gibraltar,0,6,Belgium,Belgium,Gibraltar
Latvia,0,2,Hungary,Hungary,Latvia
Netherlands,0,1,France,France,Netherlands
Philippines,1,3,KoreaDPR,KoreaDPR,Philippines
Sweden,3,0,Bulgaria,Sweden,Bulgaria
Argentina,0,1,Paraguay,Paraguay,Argentina
Australia,1,1,Japan,TIEAustraliaJapan,TIEAustraliaJapan
Bolivia,2,2,Ecuador,TIEBoliviaEcuador,TIEBoliviaEcuador
Chile,2,1,Peru,Chile,Peru
Colombia,2,2,Uruguay,TIEColombiaUruguay,TIEColombiaUruguay
CzechRepublic,0,0,Azerbaijan,TIECzechRepublicAzerbaijan,TIECzechRepublicAzerbaijan
Denmark,0,1,Montenegro,Montenegro,Denmark
Germany,2,0,NorthernIreland,Germany,NorthernIreland
HongKong,2,0,Singapore,HongKong,Singapore
Iran,1,0,SouthKorea,Iran,SouthKorea
Iraq,4,0,Thailand,Iraq,Thailand
Kazakhstan,0,0,Romania,TIEKazakhstanRomania,TIEKazakhstanRomania
Kyrgyzstan,1,0,Turkmenistan,Kyrgyzstan,Turkmenistan
Laos,1,1,Maldives,TIELaosMaldives,TIELaosMaldives
Lebanon,1,1,EquatorialGuinea,TIELebanonEquatorialGuinea,TIELebanonEquatorialGuinea
Lithuania,2,0,Malta,Lithuania,Malta
Malaysia,1,1,Afghanistan,TIEMalaysiaAfghanistan,TIEMalaysiaAfghanistan
Mexico,1,0,Panama,Mexico,Panama
Morocco,4,0,Canada,Morocco,Canada
Norway,4,1,SanMarino,Norway,SanMarino
Oman,2,2,Bahrain,TIEOmanBahrain,TIEOmanBahrain
Poland,2,1,Armenia,Poland,Armenia
PuertoRico,2,4,Curasao,Curasao,PuertoRico
Qatar,1,0,Syria,Qatar,Syria
SaudiArabia,3,0,UnitedArabEmirates,SaudiArabia,UnitedArabEmirates
Slovakia,3,0,Scotland,Slovakia,Scotland
Slovenia,0,0,England,TIESloveniaEngland,TIESloveniaEngland
SouthAfrica,1,1,Ghana,TIESouthAfricaGhana,TIESouthAfricaGhana
Uzbekistan,2,0,China,Uzbekistan,China
Venezuela,0,2,Brazil,Brazil,Venezuela
Brunei,2,1,EastTimor,Brunei,EastTimor
Cambodia,2,1,Laos,Cambodia,Laos
Cambodia,3,0,Brunei,Cambodia,Brunei
EastTimor,1,2,Laos,Laos,EastTimor
Cambodia,3,2,EastTimor,Cambodia,EastTimor
Laos,4,3,Brunei,Laos,Brunei
Brunei,4,0,EastTimor,Brunei,EastTimor
Macau,2,1,Mongolia,Macau,Mongolia
SriLanka,1,2,Laos,Laos,SriLanka
Burma,0,0,Indonesia,TIEBurmaIndonesia,TIEBurmaIndonesia
EastTimor,0,0,Nepal,TIEEastTimorNepal,TIEEastTimorNepal
Zimbabwe,1,0,Zambia,Zimbabwe,Zambia
HongKong,3,2,Guam,HongKong,Guam
Jordan,0,0,Iraq,TIEJordanIraq,TIEJordanIraq
KoreaDPR,2,0,Taiwan,KoreaDPR,Taiwan
Laos,1,4,Macau,Macau,Laos
Mongolia,2,0,SriLanka,Mongolia,SriLanka
Tahiti,3,0,SolomonIslands,Tahiti,SolomonIslands
Nepal,3,0,Brunei,Nepal,Brunei
Uganda,0,1,Zambia,Zambia,Uganda
Vietnam,3,2,Indonesia,Vietnam,Indonesia
Greece,0,1,Belarus,Belarus,Greece
Guam,0,2,KoreaDPR,KoreaDPR,Guam
Haiti,2,5,FrenchGuyana,FrenchGuyana,Haiti
HongKong,4,2,Taiwan,HongKong,Taiwan
Mongolia,0,3,Laos,Laos,Mongolia
Netherlands,1,1,Belgium,TIENetherlandsBelgium,TIENetherlandsBelgium
Philippines,1,0,Kyrgyzstan,Philippines,Kyrgyzstan
SriLanka,1,1,Macau,TIESriLankaMacau,TIESriLankaMacau
Syria,2,0,Singapore,Syria,Singapore
Tajikistan,3,0,Turkmenistan,Tajikistan,Turkmenistan
UnitedArabEmirates,2,0,Bahrain,UnitedArabEmirates,Bahrain
Brazil,3,0,Argentina,Brazil,Argentina
Colombia,0,0,Chile,TIEColombiaChile,TIEColombiaChile
Iran,8,1,PapuaNewGuinea,Iran,PapuaNewGuinea
Lebanon,1,1,Palestine,TIELebanonPalestine,TIELebanonPalestine
Paraguay,1,4,Peru,Peru,Paraguay
Qatar,2,1,Russia,Qatar,Russia
Uruguay,2,1,Ecuador,Uruguay,Ecuador
Uzbekistan,1,0,Jordan,Uzbekistan,Jordan
Venezuela,5,0,Bolivia,Venezuela,Bolivia
Armenia,3,2,Montenegro,Armenia,Montenegro
CzechRepublic,2,1,Norway,CzechRepublic,Norway
Denmark,4,1,Kazakhstan,Denmark,Kazakhstan
England,3,0,Scotland,England,Scotland
France,2,1,Sweden,France,Sweden
Honduras,0,1,Panama,Panama,Honduras
Japan,4,0,Oman,Japan,Oman
SouthKorea,2,0,Canada,SouthKorea,Canada
Libya,0,1,Tunisia,Tunisia,Libya
Malta,0,1,Slovenia,Slovenia,Malta
NorthernIreland,4,0,Azerbaijan,NorthernIreland,Azerbaijan
Romania,0,3,Poland,Poland,Romania
SanMarino,0,8,Germany,Germany,SanMarino
Slovakia,4,0,Lithuania,Slovakia,Lithuania
Togo,2,2,Comoros,TIETogoComoros,TIETogoComoros
Albania,0,3,Israel,Israel,Albania
Austria,0,1,Ireland,Ireland,Austria
Cameroon,1,1,Zambia,TIECameroonZambia,TIECameroonZambia
CapeVerde,0,2,BurkinaFaso,BurkinaFaso,CapeVerde
Croatia,2,0,Iceland,Croatia,Iceland
Georgia,1,1,Moldova,TIEGeorgiaMoldova,TIEGeorgiaMoldova
HongKong,0,1,KoreaDPR,KoreaDPR,HongKong
Kenya,1,0,Mozambique,Kenya,Mozambique
Liechtenstein,0,4,Italy,Italy,Liechtenstein
Macau,1,1,Brunei,TIEMacauBrunei,TIEMacauBrunei
Mali,0,0,Gabon,TIEMaliGabon,TIEMaliGabon
Morocco,0,0,IvoryCoast,TIEMoroccoIvoryCoast,TIEMoroccoIvoryCoast
Nepal,2,2,Laos,TIENepalLaos,TIENepalLaos
NewZealand,2,0,NewCaledonia,NewZealand,NewCaledonia
Nigeria,3,1,Algeria,Nigeria,Algeria
Spain,4,0,Macedonia,Spain,Macedonia
Turkey,2,0,Kosovo,Turkey,Kosovo
Uganda,1,0,Congo,Uganda,Congo
Ukraine,1,0,Finland,Ukraine,Finland
Wales,1,1,Serbia,TIEWalesSerbia,TIEWalesSerbia
Belgium,8,1,Estonia,Belgium,Estonia
Bulgaria,1,0,Belarus,Bulgaria,Belarus
Cyprus,3,1,Gibraltar,Cyprus,Gibraltar
Egypt,2,0,Ghana,Egypt,Ghana
Greece,1,1,BosniaHerzegovina,TIEGreeceBosniaHerzegovina,TIEGreeceBosniaHerzegovina
Guinea,1,2,CongoDR,CongoDR,Guinea
Hungary,4,0,Andorra,Hungary,Andorra
Jamaica,1,0,Suriname,Jamaica,Suriname
Luxembourg,1,3,Netherlands,Netherlands,Luxembourg
Portugal,4,1,Latvia,Portugal,Latvia
Singapore,1,0,Cambodia,Singapore,Cambodia
SolomonIslands,1,0,Tahiti,SolomonIslands,Tahiti
StKittsandNevis,0,2,Haiti,Haiti,StKittsandNevis
Switzerland,2,0,FaroeIslands,Switzerland,FaroeIslands
Tajikistan,1,0,Afghanistan,Tajikistan,Afghanistan
Zimbabwe,3,0,Tanzania,Zimbabwe,Tanzania
Burma,0,3,Oman,Oman,Burma
Laos,3,2,Brunei,Laos,Brunei
Malaysia,2,1,PapuaNewGuinea,Malaysia,PapuaNewGuinea
Poland,1,1,Slovenia,TIEPolandSlovenia,TIEPolandSlovenia
Argentina,3,0,Colombia,Argentina,Colombia
Austria,0,0,Slovakia,TIEAustriaSlovakia,TIEAustriaSlovakia
Bahrain,0,0,Kyrgyzstan,TIEBahrainKyrgyzstan,TIEBahrainKyrgyzstan
Bolivia,1,0,Paraguay,Bolivia,Paraguay
Chile,3,1,Uruguay,Chile,Uruguay
China,0,0,Qatar,TIEChinaQatar,TIEChinaQatar
CostaRica,4,0,USA,CostaRica,USA
CzechRepublic,1,1,Denmark,TIECzechRepublicDenmark,TIECzechRepublicDenmark
Ecuador,3,0,Venezuela,Ecuador,Venezuela
England,2,2,Spain,TIEEnglandSpain,TIEEnglandSpain
France,0,0,IvoryCoast,TIEFranceIvoryCoast,TIEFranceIvoryCoast
Gabon,1,1,Comoros,TIEGabonComoros,TIEGabonComoros
Honduras,3,1,TrinidadandTobago,Honduras,TrinidadandTobago
Italy,0,0,Germany,TIEItalyGermany,TIEItalyGermany
Japan,2,1,SaudiArabia,Japan,SaudiArabia
Jordan,0,0,Lebanon,TIEJordanLebanon,TIEJordanLebanon
Kenya,1,0,Liberia,Kenya,Liberia
SouthKorea,2,1,Uzbekistan,SouthKorea,Uzbekistan
Malta,0,2,Iceland,Iceland,Malta
Morocco,2,1,Togo,Morocco,Togo
Mozambique,1,1,SouthAfrica,TIEMozambiqueSouthAfrica,TIEMozambiqueSouthAfrica
Nepal,1,0,Macau,Nepal,Macau
NewCaledonia,0,0,NewZealand,TIENewCaledoniaNewZealand,TIENewCaledoniaNewZealand
NorthernIreland,0,3,Croatia,Croatia,NorthernIreland
Panama,0,0,Mexico,TIEPanamaMexico,TIEPanamaMexico
Peru,0,2,Brazil,Brazil,Peru
Russia,1,0,Romania,Russia,Romania
Syria,0,0,Iran,TIESyriaIran,TIESyriaIran
Thailand,2,2,Australia,TIEThailandAustralia,TIEThailandAustralia
Tunisia,0,0,Mauritania,TIETunisiaMauritania,TIETunisiaMauritania
Ukraine,2,0,Serbia,Ukraine,Serbia
UnitedArabEmirates,2,0,Iraq,UnitedArabEmirates,Iraq
Philippines,0,0,Singapore,TIEPhilippinesSingapore,TIEPhilippinesSingapore
StKittsandNevis,1,1,Estonia,TIEStKittsandNevisEstonia,TIEStKittsandNevisEstonia
Thailand,4,2,Indonesia,Thailand,Indonesia
Burma,1,2,Vietnam,Vietnam,Burma
Malaysia,3,2,Cambodia,Malaysia,Cambodia
AntiguaandBarbuda,0,1,Estonia,Estonia,AntiguaandBarbuda
Philippines,2,2,Indonesia,TIEPhilippinesIndonesia,TIEPhilippinesIndonesia
Thailand,1,0,Singapore,Thailand,Singapore
Burma,3,1,Cambodia,Burma,Cambodia
Malaysia,0,1,Vietnam,Vietnam,Malaysia
Philippines,0,1,Thailand,Thailand,Philippines
Singapore,1,2,Indonesia,Indonesia,Singapore
Burma,1,0,Malaysia,Burma,Malaysia
Vietnam,2,1,Cambodia,Vietnam,Cambodia
Indonesia,2,1,Vietnam,Indonesia,Vietnam
Burma,0,2,Thailand,Thailand,Burma
Vietnam,2,2,Indonesia,TIEVietnamIndonesia,TIEVietnamIndonesia
Thailand,4,0,Burma,Thailand,Burma
Indonesia,2,1,Thailand,Indonesia,Thailand
Thailand,2,0,Indonesia,Thailand,Indonesia
IvoryCoast,0,0,Zimbabwe,TIEIvoryCoastZimbabwe,TIEIvoryCoastZimbabwe
Nicaragua,2,1,TrinidadandTobago,Nicaragua,TrinidadandTobago
Nicaragua,1,3,TrinidadandTobago,TrinidadandTobago,Nicaragua
TrinidadandTobago,1,2,Suriname,Suriname,TrinidadandTobago
Tunisia,2,0,Uganda,Tunisia,Uganda
Cameroon,2,0,CongoDR,Cameroon,CongoDR
Suriname,2,4,Haiti,Haiti,Suriname
Algeria,3,1,Mauritania,Algeria,Mauritania
BurkinaFaso,2,1,Mali,BurkinaFaso,Mali
Egypt,1,0,Tunisia,Egypt,Tunisia
IvoryCoast,2,1,Sweden,IvoryCoast,Sweden
Libya,1,2,Senegal,Senegal,Libya
TrinidadandTobago,3,4,Haiti,Haiti,TrinidadandTobago
Morocco,0,1,Finland,Finland,Morocco
Algeria,6,0,Mauritania,Algeria,Mauritania
Cameroon,1,1,Zimbabwe,TIECameroonZimbabwe,TIECameroonZimbabwe
China,0,2,Iceland,Iceland,China
Chile,1,1,Croatia,TIEChileCroatia,TIEChileCroatia
Congo,0,2,Senegal,Senegal,Congo
IvoryCoast,3,0,Uganda,IvoryCoast,Uganda
Honduras,2,1,Nicaragua,Honduras,Nicaragua
BurkinaFaso,1,1,Cameroon,TIEBurkinaFasoCameroon,TIEBurkinaFasoCameroon
Cambodia,2,7,SaudiArabia,SaudiArabia,Cambodia
China,1,1,Croatia,TIEChinaCroatia,TIEChinaCroatia
Gabon,1,1,GuineaBissau,TIEGabonGuineaBissau,TIEGabonGuineaBissau
Algeria,2,2,Zimbabwe,TIEAlgeriaZimbabwe,TIEAlgeriaZimbabwe
Belize,0,3,CostaRica,CostaRica,Belize
ElSalvador,1,2,Honduras,Honduras,ElSalvador
Iceland,0,1,Chile,Chile,Iceland
Tunisia,0,2,Senegal,Senegal,Tunisia
CongoDR,1,0,Morocco,CongoDR,Morocco
IvoryCoast,0,0,Togo,TIEIvoryCoastTogo,TIEIvoryCoastTogo
ElSalvador,3,1,Belize,ElSalvador,Belize
Ghana,1,0,Uganda,Ghana,Uganda
Mali,0,0,Egypt,TIEMaliEgypt,TIEMaliEgypt
Qatar,1,1,Moldova,TIEQatarMoldova,TIEQatarMoldova
Cameroon,2,1,GuineaBissau,Cameroon,GuineaBissau
Gabon,1,1,BurkinaFaso,TIEGabonBurkinaFaso,TIEGabonBurkinaFaso
Algeria,1,2,Tunisia,Tunisia,Algeria
Senegal,2,0,Zimbabwe,Senegal,Zimbabwe
